url,full_text,retweet_count,views_count
https://twitter.com/NireshEliatamby/status/1307539688144564226,Economic impact of #sexualharassment in #lka #srilanka - @DrRuwanDias &amp; @NireshEliatamby https://t.co/JUUHBY4tM3 #womenleaders #representation #diversity #inclusion #genderequality #equality #glassceiling #gender #equalitycantwait #harassment #harassmentprevention #sundaymorning,3,0
https://twitter.com/WFD_SriLanka/status/1305814687909654528,"Democracy is built on inclusion, equality, and participation of everyone – which is why gender and inclusivity are priority areas in our #SriLanka programmes. We thank @ParliamentLK,@UKinSriLanka, community groups and other stakeholders for their support
#DemocracyDayEveryDay",0,0
https://twitter.com/NireshEliatamby/status/1302904809339588615,Economic view of Women &amp; the Glass Ceiling. By @DrRuwanDias &amp; @NireshEliatamby https://t.co/k8AWCbKeks #lka #srilanka #gender #glassceiling #sundaymorning #economy #women #diversity #womensequalityday #inclusion #genderequality #equality #equalitycantwait #womenleaders #democracy,7,0
https://twitter.com/WorldBankWater/status/1296207831876739072,"In #SriLanka , listening to women talk about the importance of having running water and toilets at home highlighted how inclusion and gender equality are critical, not only for female empowerment but also for the country’s sustainable development. https://t.co/qvzbrOy5ja https://t.co/N5HqT3gzq1",14,0
https://twitter.com/WBG_Gender/status/1274394144287404032,"What are some barriers to #women participating in the formal financial system?
⏳ Time
⚠️Safety
Security
How digital finance is  to women transitioning into formal financial inclusion: https://t.co/ClktkViTVd #SriLanka @WBG_Finance https://t.co/8UkLFUWAuS",3,0
https://twitter.com/anjanapg/status/1257240119226105856,Gender Inclusion and Women’s Empowerment at the Centre of S4IG’s Tourism Recovery Initiative https://t.co/cMKjaGf77s #tourism #recovery #SriLanka #womenempowerment #initiative #COVID19 https://t.co/6UsqEvgEjE,1,0
https://twitter.com/CarolTojeiro/status/1255954827449942016,"In #SriLanka, when it comes to financial inclusion—particularly formal finance— #women continue to be on the sidelines. A new financial literacy awareness pilot, with digital finance at the heart, is changing that. https://t.co/f2DFElI2wE #digitalfinance #gender",0,0
https://twitter.com/WBG_Gender/status/1255165255811989507,"In  Sri Lanka, when it comes to financial inclusion—particularly formal finance—women continue to be on the sidelines. A new financial literacy awareness pilot, with digital finance at the heart, is changing that. https://t.co/jK3ymhtKAr",2,0
https://twitter.com/WBG_Gender/status/1250890479987810310,"What are some barriers to #women participating in the formal financial system?
⏳ Time
⚠️Safety
Security
How digital finance is  to women transitioning into formal financial inclusion: https://t.co/yH1bVVcVGr #SriLanka @WBG_Finance https://t.co/BaTDLtdq5J",0,0
https://twitter.com/IFC_SouthAsia/status/1247096756422270976,"To lay the foundation for developing #SriLanka’s first National Financial Inclusion Strategy, we helped develop the country’s first national #FinancialInclusion survey that took a gender-sensitive approach ensuring that women’s‍♀️voices were heard: https://t.co/DzsayeO9bT",1,0
https://twitter.com/kumar_anjay/status/1238781279094489088,"@Ms_Aflatoon Gender inclusion is much needed India. If we see the work force participation, even Bangladesh Sri Lanka and Nepal are doing better. In my opinion, more women are need at decision maker level. https://t.co/elHZZ0nKgd",0,0
https://twitter.com/HeidelbachOlaf/status/1238358266398134273,#EU supported symposium on supporting agricultural productivity through #gender inclusion in #SriLanka today at Waters Edge. https://t.co/LUtunNEXuM,2,0
https://twitter.com/WorldBankSAsia/status/1236930995485642752,"#SriLanka Sri has the 20th-largest gender gap in labor force participation out of 149 countries. A new study explores ways to increase women's participation in the work force - boosting growth, inclusion, and equality. #MindTheGenderGap #IWD2020 https://t.co/v767eMMXwG",1,0
https://twitter.com/IFC_SouthAsia/status/1224572793947394051,"To lay the foundation for developing #SriLanka’s 1⃣st National Financial Inclusion Strategy we helped develop the country’s first national #FinancialInclusion survey. It was key to disaggregate the data on the basis of sex. 

 https://t.co/DzsayeO9bT
@WBG_Gender | @WBG_Finance https://t.co/fdNWg9xHhG",3,0
https://twitter.com/IFC_SouthAsia/status/1222519786510462977,"The survey, which was led by @CBSL with technical assistance from @IFC_org under IFC-@dfat’s Women in Work Program, is #SriLanka’s first national financial inclusion survey that took a gender-sensitive approach, ensuring that women’s‍♀️voices were heard.
@AusHCSriLanka",0,0
https://twitter.com/IFC_SouthAsia/status/1221696444194869248,"A new @IFC_org report analyses findings from #SriLanka’s National Financial Inclusion Survey from a gender perspective. Finds that despite gender parity at education, #LKA women continue to lag behind male counterparts in formal financial inclusion: https://t.co/ElmzsZPGW9 https://t.co/SSevSSdZgI",3,0
https://twitter.com/AidJobs/status/1221432233577181184,"Team Lead, USAID Gender and Social Inclusion Analysis, Sri Lanka https://t.co/DXegjHGHcd",0,0
https://twitter.com/WorldBank/status/1217038789475999746,"MT @CeylaP_WBG The team that conducted Sri Lanka's first nationwide financial inclusion survey hired both male and female enumerators, ensuring the voices of women were heard. It is by prioritizing actions like this that we can help close gender gaps. https://t.co/XJvGXzjqtu",9,0
https://twitter.com/IFC_SouthAsia/status/1216287198334504963,"!

New @IFC_org report analyses findings from #SriLanka’s National Financial Inclusion Survey from a gender perspective. Finds that despite gender parity at education, #LKA women continue to lag behind male counterparts in formal financial inclusion: https://t.co/ElmzsZy5xz https://t.co/TNKGQmV9u7",8,0
https://twitter.com/CeylaP_IMF/status/1210625203904102400,"The team that conducted Sri Lanka's first nationwide financial inclusion survey made a point of hiring both male and female enumerators, ensuring the voices of women were heard. It is by prioritizing actions like this that we can help close gender gaps. https://t.co/hVoPZdvuJG",3,0
https://twitter.com/GamiGreenGlobe/status/1202496357220659200,"! T more we practice T Gender Disparity now-days, T volume is always half-filled .. Inclusion, T way forward .. 
#GamiGreenGlobe #COP25Madrid #ClimateCrisis #SriLanka https://t.co/9rRwaB5h69",1,0
https://twitter.com/sasecprogram/status/1200670928784547840,"ADB encourages gender equality and social inclusion for women on projects they fund in countries, such as #Bangladesh, #Nepal, #Bhutan, and #SriLanka, where the bank supports the exposure, training, and education of women to work in the sector https://t.co/9n2BMRMuDr",1,0
https://twitter.com/IFC_SouthAsia/status/1200620466043572225,"#WeekendReads! 

IFC's Rathnija Arandara &amp; @shanukig1 writes about how #SriLanka’s first national financial inclusion survey took a gender-sensitive approach, ensuring that women’s voices were heard: https://t.co/aueAMMUSkE https://t.co/CK7Hyw1UGk",3,0
https://twitter.com/IFC_SouthAsia/status/1199887681733496833,"Gender of survey enumerators can play a critical role in the quality of data collected. But it is often ignored. #SriLanka’s first national financial inclusion survey took a gender-sensitive approach, ensuring that women’s voices were heard. 

This is about it.",0,0
https://twitter.com/IFC_SouthAsia/status/1197094499446665217,"#SriLanka’s first national financial inclusion survey took a gender-sensitive approach, ensuring that women’s voices were heard.

IFC's Rathnija Arandara and @shanukig1 writes about it: https://t.co/aueAMMUSkE

@AusHCSriLanka https://t.co/hLbJG356rc",2,0
https://twitter.com/opengovpart/status/1113697748908421120,"The government of Sri Lanka has submitted its 2nd OGP action plan, outlining 15 commitments focused on gender, inclusion, citizen engagement, and more. Co-created with civil society, Sri Lanka sets out an interesting #opengov roadmap for the next 2 years: https://t.co/vwoWuWjCyp https://t.co/aSQdf0kstY",7,0
https://twitter.com/FPA_SriLanka/status/1105699074173480960,"Training WS on #GBV fundamentals for stakeholders of #SPRINT project facilitated by Ms. Maria Holtsberg, (Gender and Inclusion Adviser) and Ms. Sara Ekenbjorn, (Youth and Inclusion Adviser) from @ippf #Humanitarian Hub. https://t.co/p79pUqdgoJ",0,0
https://twitter.com/FortudeCo/status/1089786568406167552,"Fortude recently launched its Diversity &amp; Inclusion initiative, ‘I AM DIVERSITY’ to spread awareness across all global offices across US, UK, Australia &amp; Sri Lanka, working towards a diverse culture that embraces race, gender, age, orientation &amp; disability.  #WorkPlaceDiversity https://t.co/nVlncKvgBH",1,0
https://twitter.com/womenandmedia/status/1075681095645974528,Training programme for Women Local Councilors on Social Inclusion and Gender Sensitive Policy Making with Women's Resource Centre in Kurunegala. #lka #srilanka https://t.co/TcOBtUK5ps,0,0
https://twitter.com/ILOColombo/status/1072040218713178112,"""All we want on #InternationalHumanRightsDay 2018 is inclusion with equality"" say #lka youth with #disabilities and those discriminated for their sexual orientation &amp; gender identity, at today's engaging celebration by the Human Rights Commission of Sri Lanka #UDHR70 @UNSriLanka https://t.co/pxwgqcPPpv",5,0
https://twitter.com/EstherMacGY/status/1066624214147321856,Over the next #16days we @wuscSL under the leadership of @puvakamal will be hosting an evidence-based discussion to highlight the challenges of #women in #SriLanka in #work #employment and pressing for #dialogue and much needed #action. Join us! #16DaysOfAction #inclusion #gender https://t.co/Z7uaOekGmH,10,0
https://twitter.com/EstherMacGY/status/1046887263009935361,"During our discussions at #SEEP2018 #WEE2018 today in #WashingtonDC we shared our work in #lka led by our Gender Equality and Social Inclusion Manager @puvakamal, in developing a diversity and inclusion #toolkit for #MSMEs in #SriLanka. Stay tuned for its launch later this month. https://t.co/RkwvYWaE1M",4,0
https://twitter.com/EstherMacGY/status/1046883315431759872,Today we kicked off #SEEP2018 with a great session on #women’s #economic #Empowerment #WEE2018 with lots of relevant discussion for our work @wuscSL in #SriLanka #gender #inclusion #Financial #FinancialInclusion #Entrepreneurship https://t.co/eYgoN5c25V,3,0
https://twitter.com/RaquibRony/status/1041955212007821312,Second day at #RedCross #RedCrescent South Asia Gender and Network Meeting and Training on Protection Gender and Inclusion at #Colombo. 14 participants have joined from 8 countries. Thanks to #SriLanka Red Cross and #IFRC for organising this wonderful event. https://t.co/F3mFYROLec,1,0
https://twitter.com/wuscSL/status/1019079422618431488,"Today: Follow the conversation as #UrbanPlanners, #Gender experts and civil society leaders discuss #WomenFriendlyCities in #SriLanka! #WFCC #GenderEquality #SDG5 #Development #Lka #SriLanka #Inclusion @womentcities @EstherMacGY https://t.co/HEi0gGNHCm",4,0
https://twitter.com/puvakamal/status/1000366793758687234,"Excited to participate, learn more &amp; networking, May 28th in #Colombo - the Gender, Disability and Development Institute in Sri Lanka https://t.co/208winF7sv - #inclusion #Disability, #DisabilityRights  #MIUSA @MobilityINTL #accessibility #AccessibilityMatters #WomenEmpowerment",2,0
https://twitter.com/impactpool/status/982142120021471233,"closing today!! @IWMI_ is looking for a Gender, Youth and Inclusion (GYI) Lead Specialist to work jointly across activities of WLE and also on IWMI-specific activities. Location: #Colombo #SriLanka. More info: https://t.co/djkGaf5ch6",0,0
https://twitter.com/impactpool/status/973499065899069441,".@IWMI_ is looking for a Gender, Youth and Inclusion (GYI) Lead Specialist to work jointly across activities of WLE and also on IWMI-specific activities. Location: #Colombo #SriLanka. Application deadline: 2018-04-06. More info: https://t.co/djkGaeNBpy",0,0
https://twitter.com/CGIARenviro/status/971709658753679361,"Job opportunity: Gender, Youth and Inclusion (GYI) Lead Specialist based in Sri Lanka for global Water, Land and Ecosystems program and @IWMI_ https://t.co/7xVCmH0ku6 #InternationalWomensDay",5,0
https://twitter.com/devnetjobs/status/971665573066162176,"Gender, Youth and Inclusion (GYI) Lead Specialist 
International Water Management Institute (IWMI) 
Colombo, Sri Lanka 
Apply; https://t.co/7zlVSfT6G1 #Capacity Building https://t.co/JsFjfCfpVe",0,0
https://twitter.com/devnetjobs/status/971405877885353985,"Gender, Youth and Inclusion (GYI) Lead Specialist: International Water Management Institute (IWMI), Colombo, Sri Lanka https://t.co/OkhQK4dnJi",1,0
https://twitter.com/bgiyer/status/968127911952707584,"Mr.Lalith Peiris, Chair of NCC Sri Lanka and Board member ICA-AP, calls on cooperatives to ensure youth inclusion and increase gender representation at the opening of the First Asia-Pacific Cooperative Development Conference in Colombo on 26 Feb 2018 @ICAAPAC https://t.co/v98FMTVgeK",2,0
https://twitter.com/ThiyumiS/status/914049654375018496,Gender responsive budgeting. Inclusion of women not just a symbolic act #lkabudget2018 #SriLanka #womenandmedia https://t.co/5FWrqg5QRw,1,0
https://twitter.com/bidsUSAConsult/status/892637589165027328,#RFP: Gender and Social Inclusion Sri Lanka /... https://t.co/GHVR4VCUaI,0,0
https://twitter.com/ACIARAustralia/status/862107832165949440,"Got a PhD in Social Science?  Gender Youth and Inclusion vacancy at Water Land and Ecosystems in Colombo, Sri Lanka  https://t.co/KmdyZjONet",4,0
https://twitter.com/WaterWired/status/859489237229383680,"Position: @IWMI_ (Sri Lanka) - Gender, Youth and Inclusion Coordinator - WLE. Closes: 31 May https://t.co/SaN7t2hbMA  #JobWaWi",0,0
https://twitter.com/devnetjobs/status/858491750641393664,"Gender, Youth and Inclusion (GYI) Coordinator: International Water Management Institute (IWMI), Colombo, Sri Lanka https://t.co/TLIRskn95N",0,0
https://twitter.com/DevGeogsRG/status/857887945235337216,"JOB: Senior Researcher Position, Sri Lanka. Gender, Youth and Inclusion Coordinator - Int. Water Management Inst. https://t.co/ByPtNR90Vl",3,0
https://twitter.com/AidJobs/status/733257175506681856,Gender and Social Inclusion in Sri Lanka https://t.co/lRD6ExbLe8 #vacancy #jobs,0,0
https://twitter.com/bidsUSAConsult/status/727746082525040640,#RFP: Gender and Social Inclusion Sri Lanka /... https://t.co/eHhS0Za4X0,0,0
https://twitter.com/IFC_SouthAsia/status/699248137387507713,"#Gender inclusion is critical for #SriLanka's growth! Tell us, #WhatWillItTake to ensure equal opportunities in #LKA?",0,0
https://twitter.com/UNJobList_DS/status/599019879182823424,"#UNDP: National Expert –Women’s Inclusion and Gender Policies | In: Colombo,  SRI LANKA http://t.co/Ynv9T3iblW #jobs",0,0
https://twitter.com/UNjobs_Gender/status/527679792665997312,"Programme Analyst, Governance for Empowerment &amp; Social Inclusion (GESI), Colombo, Sri Lanka @UNjobs #jobs http://t.co/qpBB3hvyxH",0,0
https://twitter.com/IPPFAR/status/477377347818369024,@FPA_SriLanka support share our ask 4 #gender goal &amp; inclusion of sexual&amp; #reproductivehealth in #post2015 #idecide http://t.co/I1TsNXcOiT,1,0
https://twitter.com/UNJobList_DS/status/468650847577309184,"#UNDP: Gender and Social Inclusion Expert | In: Colombo,  SRI LANKA http://t.co/DOOpVWc91q #jobs",0,0
https://twitter.com/UNjobs_Gender/status/468626364887601153,"Gender and Social Inclusion Expert, Colombo, Sri Lanka, UNDP @UNjobs #jobs http://t.co/8XKnqZwcWI",0,0
https://twitter.com/UNjobs_Climate/status/468626362333286400,"Gender and Social Inclusion Expert, Colombo, Sri Lanka, UNDP @UNjobs #jobs http://t.co/H4ghedTazh",0,0
https://twitter.com/womenandmedia/status/460256871752806400,#lka government rejects inclusion of #srilanka in this year's UN report on conflict related sexual violence http://t.co/839P5gYmtx #gender,2,0
https://twitter.com/FT_SriLanka/status/329114038212644864,Charitha Ratwatte - Gender and inclusion: A change of attitude needed http://t.co/gFtAqfvGm5,0,0
https://twitter.com/sri_lanka_news/status/329026071750144002,Gender And Inclusion: A Change Of Attitude Needed. - Colombo Telegraph http://t.co/wMOf3T1IZL,0,0
https://twitter.com/colombotelegrap/status/328992197561155585,#lka #SriLanka #India #Women #Men | #Gender And Inclusion: A Change Of Attitude Needed http://t.co/t7rNjYYt6y,0,0
https://twitter.com/WBG_Inclusion/status/1747600908941394229,"What do #youth leaders in #SouthAsia think about how the @WorldBank can work with them? 

Two trailblazing young leaders from #SriLanka and #Nepal will join us in a live event to answer this question and more on #YouthInclusion. 

▶️Register now to attend: https://t.co/RAJLD8ksai https://t.co/VFh7UW2tHR",0,84
https://twitter.com/WorldEconomics/status/1743490657568649568,"How does a country balance economic growth, social inclusion and environmental sustainability? Explore our country report for Sri Lanka and find out how it performs. #WorldEconomics #Report https://t.co/qpH9QQOOKJ",0,79
https://twitter.com/Juliett59778255/status/1727054530284548396,"Biden spending $17 million on 'social cohesion' – in SRI LANKA! 

Biden spending $17 million on 'social cohesion' – in SRI LANKA!
And he demands 'gender and social inclusion' analysis

https://t.co/hNnUgMeGS2",1,6
https://twitter.com/Real_AnTheFacts/status/1726346246816780609,"WASTE OF THE DAY: Throwing $17 million of taxpayer $$ at ill-defined projects with abstract goals 

WHAT A DAMN FOOL‼️‼️

BIDEN spending $17 million of our taxpayer money on 'social cohesion' – in SRI LANKA!

And he demands 'gender and social inclusion' analysis

(by Adam… https://t.co/Moj5v7FneH",41,2028
https://twitter.com/Science_Open/status/1719999791604572364,"'In search of #nexus triple wins: planning for and evidence of #economic transformation, social inclusion and ecological #sustainability in #SriLanka, Thailand and the Dominican Republic' @JPSJ_Journal

https://t.co/dTgipFbPdN",0,27
https://twitter.com/thecrisislab/status/1712664524438786089,"Job title: Gender, Youth, and Social Inclusion (GYSI) Specialist 
Location: Sri Lanka 
Application Deadline: November 4, 2023 
Link: 
https://t.co/i75MQcGm6W",0,4
https://twitter.com/intjobs/status/1711781184462533132,"Gender, Youth, and Social Inclusion (GYSI) Specialist, ACDI/VOCA, Colombo, Sri Lanka

https://t.co/hhLHUfcqou",0,13
https://twitter.com/NuskyMukthar/status/1579495090917347330,"Women Parliamentarians’ Caucus examine the 22nd Amendment Bill from a Gender Equality and Social Inclusion (GESI) perspective 

 Read More: https://t.co/82SakCu8q4

#SriLanka #lka #SLparliament #WomenEmpowerment #GESI",0,0
https://twitter.com/GggiSri/status/1537716147658838022,"GGGI is hiring consultants in Sri Lanka. 

Sri Lanka National Consultant - Gender Equality &amp; Social Inclusion (GESI)

Sri Lanka National Consultant - Climate Change Research

Apply via: https://t.co/MK2MdIpLfR",2,0
https://twitter.com/corinne_podger/status/1532578222080110593,".@TRF &amp; @ADB_HQ are inviting applications for free training on SOCIAL INCLUSION in July. It's open to reporters in India, Bangladesh, Sri Lanka, Maldives, Bhutan and Nepal. 
#mediadev #socialinclusion #DiversityandInclusion  https://t.co/BnWBH2d8l0 https://t.co/WUeiz3ubFh",2,0
